"001902","07","CAYUGA ISD","001902001","CAYUGA H S"
"001902","07","CAYUGA ISD","001902041","CAYUGA MIDDLE"
"001902","07","CAYUGA ISD","001902103","CAYUGA EL"
"001903","07","ELKHART ISD","001903001","ELKHART H S"
"001903","07","ELKHART ISD","001903101","ELKHART EL"
"001904","07","FRANKSTON ISD","001904001","FRANKSTON H S"
"001904","07","FRANKSTON ISD","001904041","FRANKSTON MIDDLE"
"001904","07","FRANKSTON ISD","001904102","FRANKSTON EL"
"001906","07","NECHES ISD","001906002","NECHES H S"
"001906","07","NECHES ISD","001906102","NECHES EL"
"001907","07","PALESTINE ISD","001907001","PALESTINE H S"
"001907","07","PALESTINE ISD","001907002","DAYTOP CAMPUS"
"001907","07","PALESTINE ISD","001907041","PALESTINE MIDDLE"
"001907","07","PALESTINE ISD","001907042","WASHINGTON 6TH GR CTR"
"001907","07","PALESTINE ISD","001907101","NORTHSIDE PRI"
"001907","07","PALESTINE ISD","001907104","SAM HOUSTON PRI"
"001907","07","PALESTINE ISD","001907107","SOUTHSIDE PRI"
"001907","07","PALESTINE ISD","001907108","RUSK PRI"
"001907","07","PALESTINE ISD","001907110","STORY EL"
"001908","07","WESTWOOD ISD","001908002","WESTWOOD H S"
"001908","07","WESTWOOD ISD","001908041","WESTWOOD J H"
"001908","07","WESTWOOD ISD","001908101","WESTWOOD EL"
"001908","07","WESTWOOD ISD","001908102","WESTWOOD PRI"
"001909","07","SLOCUM ISD","001909001","SLOCUM H S"
"001909","07","SLOCUM ISD","001909101","SLOCUM EL"
"002901","18","ANDREWS ISD","002901001","ANDREWS H S"
"002901","18","ANDREWS ISD","002901041","ANDREWS MIDDLE"
"002901","18","ANDREWS ISD","002901101","DEVONIAN EL"
"002901","18","ANDREWS ISD","002901102","GLORIETA EL"
"002901","18","ANDREWS ISD","002901103","SAN ANDRES EL"
"002901","18","ANDREWS ISD","002901104","UNDERWOOD EL"
"002901","18","ANDREWS ISD","002901105","CLEARFORK EL"
"003902","07","HUDSON ISD","003902001","HUDSON H S"
"003902","07","HUDSON ISD","003902041","HUDSON J H"
"003902","07","HUDSON ISD","003902101","HUDSON PRI"
"003902","07","HUDSON ISD","003902102","HUDSON EL"
"003903","07","LUFKIN ISD","003903002","LUFKIN H S"
"003903","07","LUFKIN ISD","003903041","LUFKIN WEST J H"
"003903","07","LUFKIN ISD","003903042","LUFKIN DUNBAR INT"
"003903","07","LUFKIN ISD","003903043","LUFKIN EAST J H"
"003903","07","LUFKIN ISD","003903103","COSTON EL"
"003903","07","LUFKIN ISD","003903104","GARRETT EL"
"003903","07","LUFKIN ISD","003903105","HACKNEY SP ED"
"003903","07","LUFKIN ISD","003903106","HERTY EL"
"003903","07","LUFKIN ISD","003903107","KURTH EL"
"003903","07","LUFKIN ISD","003903109","SLACK EL"
"003903","07","LUFKIN ISD","003903110","TROUT EL"
"003903","07","LUFKIN ISD","003903112","BROOKHOLLOW EL"
"003903","07","LUFKIN ISD","003903115","ANDERSON EL"
"003903","07","LUFKIN ISD","003903116","BRANDON EL"
"003903","07","LUFKIN ISD","003903117","STATE SCHOOL"
"003903","07","LUFKIN ISD","003903201","JUVENILE DETENTION CTR"
"003904","07","HUNTINGTON ISD","003904001","HUNTINGTON H S"
"003904","07","HUNTINGTON ISD","003904005","PRIDE ALTER SCHOOL"
"003904","07","HUNTINGTON ISD","003904041","HUNTINGTON MIDDLE"
"003904","07","HUNTINGTON ISD","003904101","HUNTINGTON EL"
"003904","07","HUNTINGTON ISD","003904102","HUNTINGTON INT"
"003905","07","DIBOLL ISD","003905001","DIBOLL H S"
"003905","07","DIBOLL ISD","003905041","DIBOLL J H"
"003905","07","DIBOLL ISD","003905101","TEMPLE EL"
"003905","07","DIBOLL ISD","003905102","DIBOLL PRI"
"003906","07","ZAVALLA ISD","003906001","ZAVALLA H S"
"003906","07","ZAVALLA ISD","003906101","ZAVALLA EL"
"003907","07","CENTRAL ISD","003907001","CENTRAL H S"
"003907","07","CENTRAL ISD","003907041","CENTRAL J H"
"003907","07","CENTRAL ISD","003907101","CENTRAL PRI"
"003907","07","CENTRAL ISD","003907102","CENTRAL EL"
"004901","02","ARANSAS COUNTY ISD","004901001","ROCKPORT-FULTON H S"
"004901","02","ARANSAS COUNTY ISD","004901041","ROCKPORT-FULTON J H"
"004901","02","ARANSAS COUNTY ISD","004901042","ROCKPORT INT"
"004901","02","ARANSAS COUNTY ISD","004901101","FULTON EL"
"004901","02","ARANSAS COUNTY ISD","004901102","ROCKPORT EL"
"004901","02","ARANSAS COUNTY ISD","004901103","LIVEOAK EL"
"005901","09","ARCHER CITY ISD","005901001","ARCHER CITY H S"
"005901","09","ARCHER CITY ISD","005901101","ARCHER CITY EL"
"005902","09","HOLLIDAY ISD","005902001","HOLLIDAY H S"
"005902","09","HOLLIDAY ISD","005902041","HOLLIDAY MIDDLE"
"005902","09","HOLLIDAY ISD","005902101","HOLLIDAY EL"
"005903","09","MEGARGEL ISD","005903001","MEGARGEL H S"
"005903","09","MEGARGEL ISD","005903101","MEGARGEL EL"
"005904","09","WINDTHORST ISD","005904001","WINDTHORST H S"
"005904","09","WINDTHORST ISD","005904101","WINDTHORST EL"
"006902","16","CLAUDE ISD","006902001","CLAUDE H S"
"006902","16","CLAUDE ISD","006902101","CLAUDE EL"
"007901","20","CHARLOTTE ISD","007901001","CHARLOTTE H S"
"007901","20","CHARLOTTE ISD","007901002","A C E S"
"007901","20","CHARLOTTE ISD","007901041","CHARLOTTE J H"
"007901","20","CHARLOTTE ISD","007901101","CHARLOTTE EL"
"007902","20","JOURDANTON ISD","007902001","JOURDANTON H S"
"007902","20","JOURDANTON ISD","007902041","JOURDANTON J H"
"007902","20","JOURDANTON ISD","007902101","JOURDANTON EL"
"007904","20","LYTLE ISD","007904001","LYTLE H S"
"007904","20","LYTLE ISD","007904041","LYTLE MIDDLE"
"007904","20","LYTLE ISD","007904101","LYTLE EL"
"007905","20","PLEASANTON ISD","007905001","PLEASANTON H S"
"007905","20","PLEASANTON ISD","007905002","A C E S"
"007905","20","PLEASANTON ISD","007905041","PLEASANTON J H"
"007905","20","PLEASANTON ISD","007905101","CAMPBELLTON EL"
"007905","20","PLEASANTON ISD","007905102","LEMING EL"
"007905","20","PLEASANTON ISD","007905103","PLEASANTON EL"
"007905","20","PLEASANTON ISD","007905104","PLEASANTON PRI"
"007906","20","POTEET ISD","007906001","POTEET H S"
"007906","20","POTEET ISD","007906002","A C E S"
"007906","20","POTEET ISD","007906041","POTEET J H"
"007906","20","POTEET ISD","007906101","POTEET EL"
"008901","06","BELLVILLE ISD","008901001","BELLVILLE H S"
"008901","06","BELLVILLE ISD","008901041","BELLVILLE J H"
"008901","06","BELLVILLE ISD","008901101","O'BRYANT-SPICER EL"
"008901","06","BELLVILLE ISD","008901105","WEST END EL"
"008902","06","SEALY ISD","008902001","SEALY H S"
"008902","06","SEALY ISD","008902041","SEALY J H"
"008902","06","SEALY ISD","008902102","SELMAN EL"
"008902","06","SEALY ISD","008902103","SELMAN INT"
"008903","06","WALLIS-ORCHARD ISD","008903001","BRAZOS H S"
"008903","06","WALLIS-ORCHARD ISD","008903041","BRAZOS MIDDLE"
"008903","06","WALLIS-ORCHARD ISD","008903101","WALLIS EL"
"008903","06","WALLIS-ORCHARD ISD","008903102","ORCHARD EL"
"009901","17","MULESHOE ISD","009901001","MULESHOE H S"
"009901","17","MULESHOE ISD","009901041","WATSON J H"
"009901","17","MULESHOE ISD","009901101","MARY DESHAZO EL"
"009901","17","MULESHOE ISD","009901103","DILLMAN EL"
"009903","17","THREE WAY ISD","009903001","THREE WAY SCHOOL"
"010901","20","MEDINA ISD","010901001","MEDINA SCHOOL"
"010902","20","BANDERA ISD","010902001","BANDERA H S"
"010902","20","BANDERA ISD","010902041","BANDERA J H"
"010902","20","BANDERA ISD","010902101","ALKEK EL"
"011901","13","BASTROP ISD","011901001","BASTROP H S"
"011901","13","BASTROP ISD","011901022","GENESIS H S"
"011901","13","BASTROP ISD","011901033","GATEWAY SCHOOL"
"011901","13","BASTROP ISD","011901038","PINE STREET ALTER"
"011901","13","BASTROP ISD","011901041","BASTROP MIDDLE"
"011901","13","BASTROP ISD","011901101","EMILE EL"
"011901","13","BASTROP ISD","011901102","MINA EL"
"011901","13","BASTROP ISD","011901103","CEDAR CREEK EL"
"011901","13","BASTROP ISD","011901104","BASTROP INT"
"011902","13","ELGIN ISD","011902001","ELGIN H S"
"011902","13","ELGIN ISD","011902002","PHOENIX LRN CTR"
"011902","13","ELGIN ISD","011902041","ELGIN MIDDLE"
"011902","13","ELGIN ISD","011902101","ELGIN EL"
"011902","13","ELGIN ISD","011902102","ELGIN PRI"
"011904","13","SMITHVILLE ISD","011904002","SMITHVILLE H S"
"011904","13","SMITHVILLE ISD","011904038","PATHWAYS"
"011904","13","SMITHVILLE ISD","011904039","ALTERNATIVE SCHOOL"
"011904","13","SMITHVILLE ISD","011904041","SMITHVILLE J H"
"011904","13","SMITHVILLE ISD","011904101","SMITHVILLE EL"
"011904","13","SMITHVILLE ISD","011904102","BROWN EL"
"011905","13","MCDADE ISD","011905101","MCDADE EL"
"012901","09","SEYMOUR ISD","012901001","SEYMOUR H S"
"012901","09","SEYMOUR ISD","012901101","SEYMOUR EL"
"013901","02","BEEVILLE ISD","013901001","JONES H S"
"013901","02","BEEVILLE ISD","013901002","CONOLY ALTER"
"013901","02","BEEVILLE ISD","013901041","MORENO J H"
"013901","02","BEEVILLE ISD","013901101","HALL EL"
"013901","02","BEEVILLE ISD","013901102","FADDEN-MCKEOWN EL"
"013901","02","BEEVILLE ISD","013901104","MADDERRA-FLOURNOY EL"
"013901","02","BEEVILLE ISD","013901105","TYLER EL"
"013901","02","BEEVILLE ISD","013901106","THOMAS JEFFERSON INT"
"013902","02","PAWNEE ISD","013902101","PAWNEE EL-J H"
"013903","02","PETTUS ISD","013903001","PETTUS H S"
"013903","02","PETTUS ISD","013903101","PETTUS EL"
"013905","02","SKIDMORE-TYNAN ISD","013905001","SKIDMORE-TYNAN H S"
"013905","02","SKIDMORE-TYNAN ISD","013905041","SKIDMORE-TYNAN J H"
"013905","02","SKIDMORE-TYNAN ISD","013905101","SKIDMORE-TYNAN EL"
"014901","12","ACADEMY ISD","014901001","ACADEMY H S"
"014901","12","ACADEMY ISD","014901041","ACADEMY J H"
"014901","12","ACADEMY ISD","014901101","ACADEMY EL"
"014902","12","BARTLETT ISD","014902001","BARTLETT H S"
"014902","12","BARTLETT ISD","014902101","BARTLETT EL"
"014903","12","BELTON ISD","014903001","BELTON H S"
"014903","12","BELTON ISD","014903041","BELTON J H"
"014903","12","BELTON ISD","014903102","LEON HEIGHTS EL"
"014903","12","BELTON ISD","014903103","MILLER HEIGHTS EL"
"014903","12","BELTON ISD","014903104","SOUTHWEST EL"
"014903","12","BELTON ISD","014903107","CENTRAL EL"
"014903","12","BELTON ISD","014903108","LAKEWOOD EL"
"014903","12","BELTON ISD","014903109","SPARTA EL"
"014903","12","BELTON ISD","014903110","BELTON INT"
"014903","12","BELTON ISD","014903300","JUVENILE DETENTION CTR"
"014905","12","HOLLAND ISD","014905001","HOLLAND H S"
"014905","12","HOLLAND ISD","014905041","BOWMAN MIDDLE"
"014905","12","HOLLAND ISD","014905101","HOLLAND EL"
"014906","12","KILLEEN ISD","014906001","KILLEEN H S"
"014906","12","KILLEEN ISD","014906002","ELLISON H S"
"014906","12","KILLEEN ISD","014906004","KILLEEN ALTER CTR H S"
"014906","12","KILLEEN ISD","014906006","CVGA PROGRAM"
"014906","12","KILLEEN ISD","014906009","MIDDLE LEVEL LRN CTR"
"014906","12","KILLEEN ISD","014906010","PREGNANT STUDENT CAMPUS"
"014906","12","KILLEEN ISD","014906021","WOODS PSYCH INST"
"014906","12","KILLEEN ISD","014906022","METROPLEX HOSPITAL"
"014906","12","KILLEEN ISD","014906041","FAIRWAY MIDDLE"
"014906","12","KILLEEN ISD","014906042","NOLAN MIDDLE"
"014906","12","KILLEEN ISD","014906043","RANCIER MIDDLE"
"014906","12","KILLEEN ISD","014906044","MANOR MIDDLE"
"014906","12","KILLEEN ISD","014906045","SMITH MIDDLE"
"014906","12","KILLEEN ISD","014906046","EASTERN HILLS MIDDLE"
"014906","12","KILLEEN ISD","014906102","CLIFTON PARK EL"
"014906","12","KILLEEN ISD","014906103","EAST WARD EL"
"014906","12","KILLEEN ISD","014906104","FOWLER EL"
"014906","12","KILLEEN ISD","014906105","HARKER HEIGHTS EL"
"014906","12","KILLEEN ISD","014906106","HAYNES EL"
"014906","12","KILLEEN ISD","014906107","KILLEEN DEVEL CTR"
"014906","12","KILLEEN ISD","014906108","MEADOWS EL"
"014906","12","KILLEEN ISD","014906109","PEEBLES EL"
"014906","12","KILLEEN ISD","014906110","PERSHING PARK EL"
"014906","12","KILLEEN ISD","014906111","SUGAR LOAF EL"
"014906","12","KILLEEN ISD","014906112","WEST WARD EL"
"014906","12","KILLEEN ISD","014906113","BELLAIRE EL"
"014906","12","KILLEEN ISD","014906114","MARLBORO EL"
"014906","12","KILLEEN ISD","014906115","NOLANVILLE EL"
"014906","12","KILLEEN ISD","014906116","CLARKE EL"
"014906","12","KILLEEN ISD","014906117","DUNCAN EL"
"014906","12","KILLEEN ISD","014906119","HAY BRANCH EL"
"014906","12","KILLEEN ISD","014906120","WILLOW SPRINGS EL"
"014906","12","KILLEEN ISD","014906121","MOUNTAIN VIEW EL"
"014906","12","KILLEEN ISD","014906122","REECES CREEK EL"
"014906","12","KILLEEN ISD","014906123","CLEAR CREEK EL"
"014906","12","KILLEEN ISD","014906124","CEDAR VALLEY EL"
"014906","12","KILLEEN ISD","014906125","BROOKHAVEN EL"
"014907","12","ROGERS ISD","014907001","ROGERS H S"
"014907","12","ROGERS ISD","014907041","ROGERS J H"
"014907","12","ROGERS ISD","014907102","ROGERS EL"
"014908","12","SALADO ISD","014908001","SALADO H S"
"014908","12","SALADO ISD","014908101","THOMAS ARNOLD EL"
"014909","12","TEMPLE ISD","014909002","TEMPLE H S"
"014909","12","TEMPLE ISD","014909041","LAMAR MIDDLE"
"014909","12","TEMPLE ISD","014909042","TRAVIS MIDDLE"
"014909","12","TEMPLE ISD","014909044","BONHAM MIDDLE"
"014909","12","TEMPLE ISD","014909101","BETHUNE/MEGA COMET EL"
"014909","12","TEMPLE ISD","014909102","CATER EL"
"014909","12","TEMPLE ISD","014909104","DICKSON EL"
"014909","12","TEMPLE ISD","014909105","EMERSON EL"
"014909","12","TEMPLE ISD","014909106","FREEMAN HEIGHTS EL"
"014909","12","TEMPLE ISD","014909107","JEFFERSON EL"
"014909","12","TEMPLE ISD","014909108","LANIER EL"
"014909","12","TEMPLE ISD","014909109","REAGAN/COMET EL"
"014909","12","TEMPLE ISD","014909110","SCOTT EL"
"014909","12","TEMPLE ISD","014909111","THORNTON EL"
"014909","12","TEMPLE ISD","014909113","WHEATLEY EL"
"014909","12","TEMPLE ISD","014909114","WESTERN HILLS EL"
"014909","12","TEMPLE ISD","014909115","MERIDITH-DUNBAR/COMET EL"
"014909","12","TEMPLE ISD","014909200","SOUTHLAND VILLA"
"014910","12","TROY ISD","014910001","TROY H S"
"014910","12","TROY ISD","014910041","TROY MIDDLE"
"014910","12","TROY ISD","014910101","TROY EL"
"014910","12","TROY ISD","014910102","TROY INT"
"015901","20","ALAMO HEIGHTS ISD","015901001","ALAMO HEIGHTS H S"
"015901","20","ALAMO HEIGHTS ISD","015901041","ALAMO HEIGHTS J H"
"015901","20","ALAMO HEIGHTS ISD","015901101","CAMBRIDGE EL"
"015901","20","ALAMO HEIGHTS ISD","015901102","HOWARD EL"
"015901","20","ALAMO HEIGHTS ISD","015901104","WOODRIDGE EL"
"015904","20","HARLANDALE ISD","015904001","HARLANDALE H S"
"015904","20","HARLANDALE ISD","015904002","MCCOLLUM H S"
"015904","20","HARLANDALE ISD","015904003","ALTERNATIVE CTR"
"015904","20","HARLANDALE ISD","015904041","HARLANDALE MIDDLE"
"015904","20","HARLANDALE ISD","015904042","A LEAL JR MIDDLE"
"015904","20","HARLANDALE ISD","015904043","TERRELL WELLS MIDDLE"
"015904","20","HARLANDALE ISD","015904044","KINGSBOROUGH MIDDLE"
"015904","20","HARLANDALE ISD","015904101","CARROLL BELL EL"
"015904","20","HARLANDALE ISD","015904102","BELLAIRE EL"
"015904","20","HARLANDALE ISD","015904103","COLLIER EL"
"015904","20","HARLANDALE ISD","015904104","COLUMBIA HEIGHTS EL"
"015904","20","HARLANDALE ISD","015904105","FLANDERS EL"
"015904","20","HARLANDALE ISD","015904106","V M ADAMS EL"
"015904","20","HARLANDALE ISD","015904107","GILLETTE EL"
"015904","20","HARLANDALE ISD","015904108","H W SCHULZE EL"
"015904","20","HARLANDALE ISD","015904109","MORRILL EL"
"015904","20","HARLANDALE ISD","015904110","RAYBURN EL"
"015904","20","HARLANDALE ISD","015904111","SCHEH EL"
"015904","20","HARLANDALE ISD","015904112","STONEWALL CHILD DEVEL CTR"
"015904","20","HARLANDALE ISD","015904113","VESTAL EL"
"015904","20","HARLANDALE ISD","015904114","WRIGHT EL"
"015904","20","HARLANDALE ISD","015904115","MULTI HANDICAPPED CTR"
"015904","20","HARLANDALE ISD","015904116","E H GILBERT EL"
"015905","20","EDGEWOOD ISD","015905001","EDGEWOOD H S"
"015905","20","EDGEWOOD ISD","015905002","KENNEDY H S"
"015905","20","EDGEWOOD ISD","015905003","MEMORIAL H S"
"015905","20","EDGEWOOD ISD","015905006","COMPETENCY BASED H S"
"015905","20","EDGEWOOD ISD","015905041","BRENTWOOD MIDDLE"
"015905","20","EDGEWOOD ISD","015905042","ALTERNATIVE CTR"
"015905","20","EDGEWOOD ISD","015905044","E T WRENN J H"
"015905","20","EDGEWOOD ISD","015905045","TRUMAN MIDDLE"
"015905","20","EDGEWOOD ISD","015905046","GUS GARCIA J H"
"015905","20","EDGEWOOD ISD","015905101","HOELSCHER EL"
"015905","20","EDGEWOOD ISD","015905102","BURLESON EL"
"015905","20","EDGEWOOD ISD","015905103","GUERRA EL"
"015905","20","EDGEWOOD ISD","015905104","CENIZO PARK EL"
"015905","20","EDGEWOOD ISD","015905105","CORONADO/ESCOBAR EL"
"015905","20","EDGEWOOD ISD","015905106","ALONSO S PERALES EL"
"015905","20","EDGEWOOD ISD","015905107","EMMA FREY EL"
"015905","20","EDGEWOOD ISD","015905108","GARDENDALE EL"
"015905","20","EDGEWOOD ISD","015905109","JOHNSON EL"
"015905","20","EDGEWOOD ISD","015905110","LAS PALMAS EL"
"015905","20","EDGEWOOD ISD","015905112","LOMA PARK EL"
"015905","20","EDGEWOOD ISD","015905113","ROOSEVELT EL"
"015905","20","EDGEWOOD ISD","015905114","STAFFORD EL"
"015905","20","EDGEWOOD ISD","015905115","H K WILLIAMS EL"
"015905","20","EDGEWOOD ISD","015905116","WINSTON EL"
"015905","20","EDGEWOOD ISD","015905117","H B GONZALEZ EL"
"015905","20","EDGEWOOD ISD","015905118","CARDENAS CENTER"
"015906","20","RANDOLPH FIELD ISD","015906001","RANDOLPH H S"
"015906","20","RANDOLPH FIELD ISD","015906041","RANDOLPH MIDDLE"
"015906","20","RANDOLPH FIELD ISD","015906101","RANDOLPH EL"
"015907","20","SAN ANTONIO ISD","015907001","BRACKENRIDGE H S"
"015907","20","SAN ANTONIO ISD","015907002","BURBANK H S"
"015907","20","SAN ANTONIO ISD","015907003","EDISON H S"
"015907","20","SAN ANTONIO ISD","015907004","FOX TECHNICAL H S"
"015907","20","SAN ANTONIO ISD","015907005","HIGHLANDS H S"
"015907","20","SAN ANTONIO ISD","015907006","HOUSTON H S"
"015907","20","SAN ANTONIO ISD","015907007","JEFFERSON H S"
"015907","20","SAN ANTONIO ISD","015907008","LANIER H S"
"015907","20","SAN ANTONIO ISD","015907009","NAVARRO ACHIEVEMENT CTR"
"015907","20","SAN ANTONIO ISD","015907010","ALAMO ACHIEVEMENT CTR"
"015907","20","SAN ANTONIO ISD","015907014","ADELANTE ACADEMY"
"015907","20","SAN ANTONIO ISD","015907017","GOOD SAM CENTER"
"015907","20","SAN ANTONIO ISD","015907041","CONNELL MIDDLE"
"015907","20","SAN ANTONIO ISD","015907042","COOPER MIDDLE"
"015907","20","SAN ANTONIO ISD","015907043","DAVIS MIDDLE"
"015907","20","SAN ANTONIO ISD","015907046","WHEATLEY MIDDLE"
"015907","20","SAN ANTONIO ISD","015907047","HARRIS MIDDLE"
"015907","20","SAN ANTONIO ISD","015907049","IRVING MIDDLE"
"015907","20","SAN ANTONIO ISD","015907050","LONGFELLOW MIDDLE"
"015907","20","SAN ANTONIO ISD","015907051","LOWELL MIDDLE"
"015907","20","SAN ANTONIO ISD","015907052","MANN MIDDLE"
"015907","20","SAN ANTONIO ISD","015907053","PAGE MIDDLE"
"015907","20","SAN ANTONIO ISD","015907054","POE MIDDLE"
"015907","20","SAN ANTONIO ISD","015907055","RHODES MIDDLE"
"015907","20","SAN ANTONIO ISD","015907056","M L KING MIDDLE"
"015907","20","SAN ANTONIO ISD","015907057","ROGERS MIDDLE"
"015907","20","SAN ANTONIO ISD","015907058","TWAIN MIDDLE"
"015907","20","SAN ANTONIO ISD","015907059","WHITTIER MIDDLE"
"015907","20","SAN ANTONIO ISD","015907061","TAFOLLA MIDDLE"
"015907","20","SAN ANTONIO ISD","015907101","ARNOLD EL"
"015907","20","SAN ANTONIO ISD","015907102","STEPHEN F AUSTIN EL"
"015907","20","SAN ANTONIO ISD","015907103","CHARLES C BALL EL"
"015907","20","SAN ANTONIO ISD","015907104","DAVID BARKLEY EL"
"015907","20","SAN ANTONIO ISD","015907105","BASKIN EL"
"015907","20","SAN ANTONIO ISD","015907106","BEACON HILL EL"
"015907","20","SAN ANTONIO ISD","015907107","BONHAM EL"
"015907","20","SAN ANTONIO ISD","015907108","JAMES BOWIE EL"
"015907","20","SAN ANTONIO ISD","015907109","HENRY CARROLL EL"
"015907","20","SAN ANTONIO ISD","015907110","J T BRACKENRIDGE EL"
"015907","20","SAN ANTONIO ISD","015907111","BREWER EL"
"015907","20","SAN ANTONIO ISD","015907112","BRISCOE EL"
"015907","20","SAN ANTONIO ISD","015907113","DAVID G BURNET EL"
"015907","20","SAN ANTONIO ISD","015907114","CAMERON EL"
"015907","20","SAN ANTONIO ISD","015907115","CARVAJAL EL"
"015907","20","SAN ANTONIO ISD","015907116","COLLINS GARDEN EL"
"015907","20","SAN ANTONIO ISD","015907117","AGNES COTTON EL"
"015907","20","SAN ANTONIO ISD","015907118","DAVID CROCKETT EL"
"015907","20","SAN ANTONIO ISD","015907119","DOUGLASS EL"
"015907","20","SAN ANTONIO ISD","015907121","DE ZAVALA EL"
"015907","20","SAN ANTONIO ISD","015907123","FENWICK EL"
"015907","20","SAN ANTONIO ISD","015907124","MURIEL FORBES EL"
"015907","20","SAN ANTONIO ISD","015907125","FOSTER EL"
"015907","20","SAN ANTONIO ISD","015907126","FRANKLIN EL"
"015907","20","SAN ANTONIO ISD","015907127","GATES EL"
